,filename,JD,alpha [deg],PsANG [deg],q,u,ran_q,ran_u,sys_q,sys_u,P,eP,Pr,theta,theta_r,eTheta,Aper_radius [pix]
0,sub_p_155140_ALBi110221.fits ~ 24.fits,2458373.72522,106.47,266.93,50.7515,-9.1524,3.6631,1.522,0.038,0.0379,51.44,3.62,,-5.11,-2.04,1.79,8.0
1,Weighted_average,2458373.72522,106.47,266.93,50.7515,-9.1524,3.6631,1.522,0.038,0.0379,51.4433,3.6153,51.3097,-5.11,-182.04,2.01,8.0
