,filename,JD,alpha [deg],PsANG [deg],q,u,ran_q,ran_u,sys_q,sys_u,P,eP,Pr,theta,theta_r,eTheta,Aper_radius [pix]
0,p_155140_ALBi300153.fits ~ 56.fits,2458392.743965,39.53,266.6,0.0638,-0.0122,0.0013,0.0012,0.0004,0.0004,0.0649,0.0013,,-5.42,-2.43,0.57,3.68
1,Weighted_average,2458392.743965,39.53,266.6,0.0638,-0.0122,0.0013,0.0012,0.0004,0.0004,0.0649,0.0013,0.0647,-5.42,-2.43,0.57,3.68
