JD FILTER PA PsANG P errP Pr THETA errTHETA THETAr
2458386.13333450 Rc 68.18 269.42 25.1097 6.8775 23.9101 8.3106 7.8506 -171.1089
2458386.15091088 Rc 68.11 269.42 13.3557 8.5261 12.9622 172.4448 18.2977 -6.9707
2458386.17371296 Rc 68.02 269.41 25.6618 4.8150 25.6557 0.0309 5.3780 -179.3801
