id,name,altname,label,date,middletime,jd,alpha,value,value_err,reference,obsmode,filter,weighted_mean,N,exptime,comment,airmass
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:04:10,2458103.878,56.71,15.44,0.37,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:06:20,2458103.879,56.73,14.25,0.34,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:08:38,2458103.881,56.75,15.28,0.31,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:10:48,2458103.883,56.77,14.98,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:13:06,2458103.884,56.8,14.9,0.31,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:15:24,2458103.886,56.82,14.95,0.38,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:17:34,2458103.887,56.84,15.1,0.41,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:19:52,2458103.889,56.87,15.84,0.34,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:22:10,2458103.89,56.89,15.54,0.32,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:24:28,2458103.892,56.91,15.32,0.31,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:26:38,2458103.893,56.93,16.05,0.32,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:28:56,2458103.895,56.96,14.65,0.32,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:31:06,2458103.897,56.98,14.99,0.34,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:33:15,2458103.898,57,14.83,0.34,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:35:34,2458103.9,57.02,14.8,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:40:10,2458103.903,57.07,16.3,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:42:20,2458103.904,57.09,15.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:44:38,2458103.906,57.11,14.8,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:46:56,2458103.908,57.14,14.86,0.34,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:49:14,2458103.909,57.16,14.98,0.35,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:51:33,2458103.911,57.18,16.12,0.43,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:53:42,2458103.912,57.2,15.02,0.37,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:56:00,2458103.914,57.23,15.42,0.36,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,09:58:10,2458103.915,57.25,15.75,0.37,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:00:37,2458103.917,57.27,15.55,0.34,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:02:55,2458103.919,57.3,14.62,0.32,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:05:13,2458103.92,57.32,14.39,0.33,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:07:32,2458103.922,57.34,16.04,0.31,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:09:41,2458103.923,57.36,15.74,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:12:00,2458103.925,57.39,14.88,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:14:26,2458103.927,57.41,15.85,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:16:45,2458103.928,57.43,15.01,0.29,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:19:12,2458103.93,57.46,15.5,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:21:47,2458103.932,57.48,15.33,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:24:05,2458103.933,57.51,14.88,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:26:41,2458103.935,57.53,15.25,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:29:16,2458103.937,57.56,15.58,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:31:43,2458103.939,57.58,14.48,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:34:10,2458103.94,57.61,15.7,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:36:28,2458103.942,57.63,15.46,0.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:38:55,2458103.944,57.66,15.54,0.31,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:41:22,2458103.945,57.68,14.81,0.39,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:43:40,2458103.947,57.7,15,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:46:07,2458103.949,57.73,15.9,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:48:25,2458103.95,57.75,14.8,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:50:52,2458103.952,57.78,14.7,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:53:45,2458103.954,57.81,15.1,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:56:47,2458103.956,57.84,14.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,10:59:13,2458103.958,57.86,14.2,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:01:32,2458103.959,57.88,14.3,0.9,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:08:35,2458103.964,57.96,15.5,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:13:29,2458103.968,58,15.5,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:16:30,2458103.97,58.03,15.7,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:21:50,2458103.973,58.09,16.8,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:24:08,2458103.975,58.11,16.3,1,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:26:35,2458103.977,58.14,15.3,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:29:11,2458103.979,58.16,15,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:31:29,2458103.98,58.19,15.7,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:33:56,2458103.982,58.21,15.1,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:36:14,2458103.983,58.23,16.3,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:38:49,2458103.985,58.26,15.3,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:41:16,2458103.987,58.28,15.4,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:43:43,2458103.989,58.31,15.1,0.9,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:46:01,2458103.99,58.33,15.6,1,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:54:31,2458103.996,58.42,16,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:56:58,2458103.998,58.44,16.1,1.1,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,11:59:25,2458104,58.47,16.7,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:01:52,2458104.001,58.49,15.4,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:04:10,2458104.003,58.52,16.7,0.44,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:06:28,2458104.004,58.54,14.9,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:08:47,2458104.006,58.56,16.28,0.43,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:11:39,2458104.008,58.59,14.88,0.4,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:14:41,2458104.01,58.62,17.2,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:17:42,2458104.012,58.65,15.2,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:20:44,2458104.014,58.68,16.4,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:23:45,2458104.016,58.71,14.9,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:26:47,2458104.019,58.74,16.3,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:29:39,2458104.021,58.77,16.7,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:32:41,2458104.023,58.8,16.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:35:51,2458104.025,58.83,16.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:38:52,2458104.027,58.87,16.12,0.36,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:41:54,2458104.029,58.9,15.59,0.37,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:44:55,2458104.031,58.93,15.87,0.35,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:47:57,2458104.033,58.96,16.28,0.27,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:50:58,2458104.035,58.99,16.02,0.33,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:54:00,2458104.038,59.02,16.54,0.37,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,12:57:44,2458104.04,59.06,17.3,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,13:01:29,2458104.043,59.09,17.64,0.43,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,13:07:32,2458104.047,59.16,16.75,0.33,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,13:10:42,2458104.049,59.19,18.3,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,13:13:43,2458104.051,59.22,17.7,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-16,13:16:45,2458104.053,59.25,16.3,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:24:20,2458104.892,71.51,24.4,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:26:29,2458104.893,71.53,23,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:28:48,2458104.895,71.56,22.2,0.42,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:31:14,2458104.897,71.58,24.8,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:33:24,2458104.898,71.6,23.3,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:35:34,2458104.9,71.63,21.6,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:37:43,2458104.901,71.65,24.7,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:40:01,2458104.903,71.67,22.2,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:42:11,2458104.904,71.69,25.7,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:44:29,2458104.906,71.72,23.2,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:46:39,2458104.907,71.74,24.2,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:48:48,2458104.909,71.76,22.66,0.41,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:51:07,2458104.91,71.79,24.6,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:53:34,2458104.912,71.81,23.5,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,09:55:43,2458104.914,71.83,22.2,1,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,10:36:28,2458104.942,72.25,21.3,0.9,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,10:39:47,2458104.944,72.28,25.9,1.4,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,10:42:57,2458104.946,72.32,22.6,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,10:45:15,2458104.948,72.34,22.7,1.2,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,10:57:56,2458104.957,72.47,26.7,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:16:04,2458104.969,72.66,26.2,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:18:31,2458104.971,72.68,25,1.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:21:07,2458104.973,72.71,25.8,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:26:52,2458104.977,72.77,25.6,1.4,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:31:55,2458104.98,72.82,22.2,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:40:42,2458104.987,72.91,23.8,1.1,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:46:01,2458104.99,72.96,24.1,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:48:37,2458104.992,72.99,22.58,0.42,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,11:54:23,2458104.996,73.05,24.7,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:00:00,2458105,73.1,22.8,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:02:35,2458105.002,73.13,24.6,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:05:11,2458105.004,73.16,25.2,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:07:46,2458105.005,73.18,23.7,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:10:22,2458105.007,73.21,26.6,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:12:57,2458105.009,73.24,25.8,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:15:24,2458105.011,73.26,22.9,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:17:42,2458105.012,73.28,25.8,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:20:09,2458105.014,73.31,27.6,1.3,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:25:46,2458105.018,73.37,28.5,1.2,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:31:23,2458105.022,73.42,25.3,1,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-17,12:33:59,2458105.024,73.45,28.7,0.9,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,08:53:22,2458105.87,85.2,31.6,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,08:56:24,2458105.873,85.22,31.7,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,08:59:16,2458105.874,85.25,31.9,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:02:18,2458105.877,85.28,31.2,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:05:19,2458105.879,85.31,31.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:08:21,2458105.881,85.33,32.46,0.43,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:11:13,2458105.883,85.36,32.27,0.42,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:14:06,2458105.885,85.39,32.43,0.41,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:16:59,2458105.887,85.41,31.9,0.39,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:20:00,2458105.889,85.44,31.2,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:22:53,2458105.891,85.47,31.85,0.38,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:28:56,2458105.895,85.52,31.73,0.38,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:31:58,2458105.897,85.55,31.37,0.38,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:34:50,2458105.899,85.58,30.69,0.39,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:37:52,2458105.901,85.6,30.76,0.39,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:40:45,2458105.903,85.63,31.29,0.42,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:43:46,2458105.905,85.66,31.6,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:47:13,2458105.908,85.69,32.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:50:24,2458105.91,85.72,31.4,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:53:25,2458105.912,85.75,31.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:56:26,2458105.914,85.77,32.2,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,09:59:19,2458105.916,85.8,32.1,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:02:29,2458105.918,85.83,31,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:05:22,2458105.92,85.86,32,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:08:15,2458105.922,85.88,31.8,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:11:08,2458105.924,85.91,30.6,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:14:00,2458105.926,85.94,32.2,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:16:53,2458105.928,85.96,31.9,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:19:46,2458105.93,85.99,32.1,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:22:39,2458105.932,86.01,30.9,0.5,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:25:32,2458105.934,86.04,30.8,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:28:24,2458105.936,86.07,29.8,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:31:17,2458105.938,86.09,31.3,0.9,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:34:10,2458105.94,86.12,30.8,0.8,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:37:03,2458105.942,86.14,29.6,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:39:56,2458105.944,86.17,32,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:42:48,2458105.946,86.2,31.5,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:45:41,2458105.948,86.22,31.3,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:48:34,2458105.95,86.25,32.5,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:51:36,2458105.953,86.28,31.7,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:54:28,2458105.954,86.3,29.6,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,10:57:21,2458105.956,86.33,31.4,0.7,2018ApJ...864L..33S,pol,Rc,0,1,,,
3200,Phaethon,1983 TB,Phaethon,2017-12-18,11:00:14,2458105.958,86.36,30.4,0.6,2018ApJ...864L..33S,pol,Rc,0,1,,,
